PlayerId,ClubId,PlayerName,Citizenship,Date_of_birth,Position,Foot,Height_in_cm,Highest_market_value_in_gbp
373044,10690,Maksym Kazakov,Ukraine,1996-02-06,Midfield,Right,178,270000
107803,48726,Maksym Bilyi,Ukraine,1990-06-21,Defender,Right,187,810000
430190,10690,Yegor Nazaryna,Ukraine,1997-07-10,Midfield,Right,183,900000
837005,10690,Raymond Owusu,Ghana,2002-04-20,Attack,Right,178,360000
53270,10690,Oleksandr Gladkyi,Ukraine,1987-08-24,Attack,Both,188,5180000
631819,10690,Danil Skorko,Ukraine,2002-04-06,Defender,Right,180,180000
257937,10690,Oleg Danchenko,Ukraine,1994-08-01,Defender,Right,179,3150000
576022,10690,Vladyslav Yemets,Ukraine,1997-09-09,Defender,Left,180,360000
606952,10690,Juninho,Brazil,1995-12-26,Defender,Left,175,720000
787776,10690,Valeriy Dubko,Ukraine,2001-03-22,Defender,Left,181,270000
59973,10690,Vitaliy Vernydub,Ukraine,1987-10-17,Defender,Right,195,1080000
419119,10690,Igor Snurnitsyn,Ukraine,2000-03-07,Defender,Left,178,450000
94924,10690,Maksym Imerekov,Ukraine,1991-01-23,Defender,Right,186,630000
924466,10690,Anton Zhylkin,Ukraine,2003-04-14,Goalkeeper,Right,197,90000
775832,10690,Dmytro Matsapura,Ukraine,2000-03-10,Goalkeeper,Right,189,630000
80312,10690,Mykyta Shevchenko,Ukraine,1993-01-26,Goalkeeper,Right,191,2250000
186557,5817,Patrick Banggaard,Denmark,1994-04-04,Defender,Right,196,720000
343175,10690,Akhmed Alibekov,Ukraine,1998-05-29,Midfield,Right,182,270000
289095,10690,Denys Favorov,Ukraine,1991-04-01,Defender,Right,183,1350000
748838,10690,Yuriy Tlumak,Ukraine,2002-07-11,Midfield,Left,184,180000
58072,48726,Yaroslav Martynyuk,Ukraine,1989-02-20,Midfield,Left,181,540000
557612,40,Sekou Mara,France,2002-07-30,Attack,Right,184,2700000
170953,1420,Stephane Bahoken,Cameroon,1992-05-28,Attack,Right,185,7200000
59908,61825,Yevgen Seleznyov,Ukraine,1985-07-20,Attack,Right,185,5400000
661428,903,Elias Hoff Melkersen,Norway,2002-12-31,Attack,Right,178,360000
264956,995,Jean Kevin Augustin,France,1997-06-16,Attack,Right,180,22500000
184935,995,Kalifa Coulibaly,Mali,1991-08-21,Attack,Right,197,4500000
388160,1421,Fraser Hornby,Scotland,1999-09-13,Attack,Left,195,1800000
197838,1003,Jamie Vardy,England,1987-01-11,Attack,Right,179,18000000
146805,667,Majeed Waris,Ghana,1991-09-19,Attack,Right,172,4500000
68718,1095,Yoann Touzghar,Tunisia,1986-11-28,Attack,Right,180,1580000
129990,1095,Hyun Jun Suk,"Korea, South",1991-06-29,Attack,Right,190,3600000
396532,10690,Yevgeniy Smyrnyi,Ukraine,1998-08-18,Midfield,Left,180,540000
748939,48726,Oleksiy Sych,Ukraine,2001-04-01,Defender,Right,185,360000
721746,1095,Nassim Chadli,Morocco,2001-07-28,Attack,Right,181,540000
339943,1095,Ike Ugbo,Canada,1998-09-21,Attack,Right,184,4500000
18909,40,Jimmy Briand,France,1985-08-02,Attack,Right,183,8100000
429790,1095,Luka Ilic,Serbia,1999-07-02,Attack,Left,182,1800000
427161,1095,Lebo Mothiba,South Africa,1996-01-28,Attack,Right,182,6300000
804708,1095,Brandon Domingues,France,2000-06-06,Midfield,Right,172,630000
126683,1095,Tristan Dingome,Cameroon,1991-02-17,Midfield,Left,174,2250000
325223,1095,Mama Balde,Guinea-Bissau,1995-11-06,Attack,Right,181,5400000
859396,1095,Metinho,Brazil,2003-04-23,Midfield,Right,178,4500000
277635,1095,Rominigue Kouame,Mali,1996-12-17,Midfield,Left,177,4500000
118278,1095,Xavier Chavalerin,France,1991-03-07,Midfield,Left,179,4500000
291110,618,Enzo Crivelli,France,1995-02-06,Attack,Right,184,5400000
103565,618,Wahbi Khazri,Tunisia,1991-02-08,Attack,Right,182,14400000
735700,618,Maxence Rivera,France,2002-05-30,Attack,Right,168,2250000
290593,618,Sada Thioub,Senegal,1995-06-01,Attack,Right,179,4950000
324811,618,Arnaud Nordin,France,1998-06-17,Attack,Left,170,4500000
236045,618,Denis Bouanga,Gabon,1994-11-11,Attack,Right,180,10800000
609692,618,Bilal Benkhedim,Algeria,2001-04-20,Attack,Right,175,1080000
77826,618,Ryad Boudebouz,Algeria,1990-02-19,Attack,Left,177,9000000
569385,618,Adil Aouchiche,France,2002-07-15,Attack,Right,181,9000000
471582,618,Zaydou Youssouf,France,1999-07-11,Midfield,Left,182,7200000
508941,1095,Dylan Chambost,France,1997-08-19,Attack,Left,177,1620000
46791,618,Bakary Sako,Mali,1988-04-26,Attack,Left,183,7200000
287635,618,Assane Diousse,Senegal,1997-09-20,Midfield,Left,175,4500000
342226,3911,Irvin Cardona,France,1997-08-08,Attack,Right,185,7200000
238639,3911,Steve Mounie,Benin,1994-09-29,Attack,Right,190,9000000
640109,3911,Martin Satriano,Uruguay,2001-02-20,Attack,Right,187,6300000
275361,1095,Karim Azamoum,France,1990-01-17,Midfield,Right,178,1350000
229006,3911,Franck Honorat,France,1996-08-11,Attack,Right,180,9000000
353399,3911,Romain Del Castillo,France,1996-03-29,Attack,Left,172,5400000
234802,1095,Renaud Ripart,France,1993-03-14,Attack,Right,181,4500000
484992,618,Aimen Moueffek,France,2001-04-09,Midfield,Right,179,1800000
737781,3911,Jeremy Le Douaron,France,1998-04-21,Attack,Left,189,2700000
378710,29,Richarlison,Brazil,1997-05-10,Attack,Right,184,58500000
183720,29,Anwar El Ghazi,Netherlands,1995-05-03,Attack,Right,189,11700000
503733,29,Anthony Gordon,England,2001-02-24,Attack,Right,182,14400000
242631,29,Alex Iwobi,Nigeria,1996-05-03,Attack,Right,183,28800000
292417,29,Demarai Gray,England,1996-06-28,Attack,Right,183,19800000
90466,29,Gylfi Sigurdsson,Iceland,1989-09-08,Attack,Right,186,31500000
207929,29,Dele Alli,England,1996-04-11,Attack,Right,188,90000000
98349,618,Romain Hamouma,France,1987-03-29,Attack,Right,179,6300000
50362,29,Fabian Delph,England,1989-11-21,Midfield,Left,174,13500000
306024,29,Dominic Calvert Lewin,England,1997-03-16,Attack,Right,189,40500000
221025,29,Andre Gomes,Portugal,1993-07-30,Midfield,Right,188,27000000
127187,29,Abdoulaye Doucoure,Mali,1993-01-01,Midfield,Right,183,22500000
80197,29,Salomon Rondon,Venezuela,1989-09-16,Attack,Right,186,15300000
68390,29,Seamus Coleman,Ireland,1988-10-11,Defender,Right,177,17100000
258883,29,Jonjoe Kenny,England,1997-03-15,Defender,Right,176,10800000
126422,29,Allan,Brazil,1991-01-08,Midfield,Right,175,54000000
404842,29,Vitaliy Mykolenko,Ukraine,1999-05-29,Defender,Left,180,16200000
348623,29,Mason Holgate,England,1996-10-22,Defender,Right,187,18000000
61842,29,Andros Townsend,England,1991-07-16,Attack,Left,181,13500000
91425,61825,Yuriy Kolomoets,Ukraine,1990-03-22,Attack,Both,190,720000
118534,29,Michael Keane,England,1993-01-11,Defender,Right,188,27000000
14044,29,Andy Lonergan,England,1983-10-19,Goalkeeper,Left,193,630000
661053,29,Jarrad Branthwaite,England,2002-06-27,Defender,Left,195,2700000
130164,29,Jordan Pickford,England,1994-03-07,Goalkeeper,Left,185,36000000
33873,29,Asmir Begovic,Bosnia-Herzegovina,1987-06-20,Goalkeeper,Right,199,11700000
780147,3911,Rafiki Said,Comoros,2000-03-15,Attack,Both,178,450000
684062,3911,Hiangaa Mbock,France,1999-12-28,Midfield,Right,186,1980000
474662,3911,Hugo Magnetti,France,1998-05-30,Midfield,Left,172,1800000
138055,3911,Haris Belkebla,Algeria,1994-01-28,Midfield,Right,177,3600000
93726,3911,Paul Lasne,France,1989-01-16,Midfield,Left,186,2250000
175014,3911,Youcef Belaili,Algeria,1992-03-14,Attack,Right,182,2700000
78917,3911,Julien Faussurier,France,1987-01-14,Defender,Right,173,1580000
289446,29,Yerry Mina,Colombia,1994-09-23,Defender,Right,195,27000000
131827,3911,Jere Uronen,Finland,1994-07-13,Defender,Left,177,3150000
569384,3911,Lucien Agoume,France,2002-02-09,Midfield,Right,185,6300000
796913,3911,Noe Sow,France,1998-12-18,Defender,Right,188,135000
170544,3911,Christophe Herelle,Martinique,1992-08-22,Defender,Right,188,8100000
314210,29,Tom Davies,England,1998-06-30,Midfield,Right,180,16200000
344864,3911,Jean Kevin Duverne,France,1997-07-12,Defender,Right,184,3600000
250779,3911,Brendan Chardonnet,France,1994-12-22,Defender,Right,185,4500000
525155,3911,Gregoire Coudert,France,1999-04-03,Goalkeeper,Left,191,180000
395251,3911,Sebastien Cibois,France,1998-03-02,Goalkeeper,Right,192,360000
357047,3911,Gautier Larsonneur,France,1997-02-23,Goalkeeper,Right,181,7200000
45671,29,Cenk Tosun,Turkey,1991-06-07,Attack,Right,183,20700000
469669,618,Yvan Neyou,Cameroon,1997-01-03,Midfield,Right,180,4500000
124884,3911,Marco Bizot,Netherlands,1991-03-10,Goalkeeper,Right,193,6300000
620313,618,Lucas Gourna Douath,France,2003-08-05,Midfield,Right,185,10800000
410185,3911,Ronael Pierre Gabriel,France,1998-06-13,Defender,Right,177,5400000
485960,3911,Lilian Brassier,France,1999-11-02,Defender,Left,186,3600000
580747,618,Yvann Macon,France,1998-10-01,Defender,Right,177,4050000
177690,618,Miguel Trauco,Peru,1992-08-25,Defender,Left,175,1800000
90681,618,Eliaquim Mangala,France,1991-02-13,Defender,Left,187,31500000
114340,618,Gabriel Silva,Brazil,1991-05-13,Defender,Left,179,4500000
494586,618,Mickael Nade,France,1999-03-04,Defender,Right,186,2700000
364857,618,Falaye Sacko,Mali,1995-05-01,Defender,Right,179,3600000
836132,618,Boubacar Fall,Senegal,2001-02-03,Goalkeeper,Left,198,270000
318507,618,Paul Bernardoni,France,1997-04-18,Goalkeeper,Left,190,9000000
696849,618,Etienne Green,England,2000-07-19,Goalkeeper,Right,191,9000000
212804,1095,Florian Tardieu,France,1992-04-22,Midfield,Right,184,2700000
485959,1095,Benrandy Abdallah,France,1999-07-01,Defender,Right,184,135000
283127,1095,Oualid El Hajjam,Morocco,1991-02-19,Defender,Right,181,1080000
649452,1095,Issa Kabore,Burkina Faso,2001-05-12,Defender,Right,180,3600000
536507,1095,Giulian Biancone,France,2000-03-31,Defender,Right,187,3600000
274484,1095,Youssouf Kone,Mali,1995-07-05,Defender,Left,174,8100000
554251,1095,Yasser Larouci,France,2001-01-01,Defender,Left,176,2250000
337798,1095,Abdu Conte,Portugal,1998-03-24,Defender,,183,2700000
917120,1095,Tanguy Zoukrou,France,2003-05-07,Defender,,189,360000
51118,1095,Adil Rami,France,1985-12-27,Defender,Right,191,12600000
351843,1095,Yoann Salmier,French Guiana,1992-11-21,Defender,Right,188,1800000
84085,618,Timothee Kolodziejczak,France,1991-10-01,Defender,Left,185,6300000
282199,1095,Erik Palmer Brown,United States,1997-04-24,Defender,Right,186,2700000
510262,1095,Ryan Bouallak,France,1999-08-19,Goalkeeper,Right,190,180000
272636,618,Harold Moukoudi,Cameroon,1997-11-27,Defender,Right,191,4500000
193256,1095,Gauthier Gallon,France,1993-04-23,Goalkeeper,Right,186,2250000
27389,667,Kevin Gameiro,France,1987-05-09,Attack,Right,172,22500000
807128,618,Saidou Sow,Guinea,2002-07-04,Defender,Right,185,3600000
283994,667,Ludovic Ajorque,France,1994-02-25,Attack,Left,197,14400000
880330,667,Moise Sahi Dion,Cote d'Ivoire,2001-12-20,Attack,Left,175,720000
918157,667,Aymeric Ahmed,Comoros,2003-11-08,Attack,Right,175,225000
891379,667,Nordine Kandil,France,2001-10-31,Attack,,166,360000
215977,667,Adrien Thomasson,France,1993-12-10,Attack,Right,177,8100000
125350,1095,Sebastien Renot,France,1989-11-11,Goalkeeper,,185,315000
343475,29,Ben Godfrey,England,1998-01-15,Defender,Right,184,22500000
450050,667,Jean Ricner Bellegarde,France,1998-06-27,Midfield,Right,170,7200000
876631,667,Habib Diarra,France,2004-01-03,Midfield,Right,179,540000
178313,667,Jean Eudes Aholou,Cote d'Ivoire,1994-03-20,Midfield,Left,187,9000000
372712,667,Ibrahima Sissoko,France,1997-10-27,Midfield,Right,193,7200000
385817,667,Karol Fila,Poland,1998-06-13,Defender,Right,183,1350000
354352,667,Frederic Guilbert,France,1994-12-24,Defender,Right,178,8100000
424015,29,Nathan Patterson,Scotland,2001-10-16,Defender,Right,189,7200000
453016,667,Anthony Caci,France,1997-07-01,Defender,Right,184,6300000
60558,667,Maxime Le Marchand,France,1989-10-11,Defender,Left,185,4500000
786436,667,Ismael Doukoure,France,2003-07-24,Defender,Right,183,1350000
352392,667,Lucas Perrin,France,1998-11-19,Defender,Right,188,4500000
250844,667,Alexander Djiku,Ghana,1994-08-09,Defender,Right,182,9000000
184575,3911,Denys Bain,France,1993-07-02,Defender,Both,181,2250000
324795,618,Mahdi Camara,France,1998-06-30,Midfield,Right,178,5400000
127202,667,Matz Sels,Belgium,1992-02-26,Goalkeeper,Right,188,7200000
365172,1003,Patson Daka,Zambia,1998-10-09,Attack,Right,183,19800000
246968,1003,Ayoze Perez,Spain,1993-07-29,Attack,Right,178,27000000
406040,1003,Ademola Lookman,Nigeria,1997-10-20,Attack,Right,174,18000000
294057,1003,James Maddison,England,1996-11-23,Attack,Right,175,54000000
77383,667,Eiji Kawashima,Japan,1983-03-20,Goalkeeper,Right,185,2700000
398065,1003,Harvey Barnes,England,1997-12-09,Midfield,Right,182,31500000
378953,667,Gerzino Nyamsi,France,1997-01-22,Defender,Right,195,6750000
341501,1003,Hamza Choudhury,England,1997-10-01,Midfield,Right,178,9000000
249565,1003,Youri Tielemans,Belgium,1997-05-07,Midfield,Right,176,49500000
111051,1003,Nampalys Mendy,Senegal,1992-06-23,Midfield,Right,167,10800000
475188,1003,Kiernan Dewsbury Hall,England,1998-09-06,Midfield,Left,178,4500000
344888,667,Habib Diallo,Senegal,1995-06-18,Attack,Right,186,13500000
413220,1003,James Justin,England,1998-02-23,Defender,Right,183,15300000
344605,1003,Boubakary Soumare,France,1999-02-27,Midfield,Right,188,25200000
215876,1003,Ricardo Pereira,Portugal,1993-10-06,Defender,Right,175,36000000
61560,1003,Marc Albrighton,England,1989-11-18,Midfield,Right,175,9000000
40611,1003,Ryan Bertrand,England,1989-08-05,Defender,Left,179,18000000
314940,667,Dimitri Lienard,France,1988-02-13,Midfield,Left,184,1800000
125783,667,Sanjin Prcic,Bosnia-Herzegovina,1993-11-20,Midfield,Right,182,3600000
214056,1003,Daniel Amartey,Ghana,1994-12-21,Defender,Right,186,6300000
33925,1095,Jessy Moulin,France,1986-01-13,Goalkeeper,Right,185,900000
262226,1003,Timothy Castagne,Belgium,1995-12-05,Defender,Right,185,25200000
320141,1003,Caglar Soyuncu,Turkey,1996-05-23,Defender,Right,187,40500000
42412,1003,Jonny Evans,Northern Ireland,1988-01-03,Defender,Both,188,13500000
2857,1003,Eldin Jakupovic,Switzerland,1984-10-02,Goalkeeper,Right,191,1350000
203026,1003,Danny Ward,Wales,1993-06-22,Goalkeeper,Right,191,9000000
243606,1421,Anastasios Donis,Greece,1996-08-29,Attack,Right,178,3600000
649016,1421,El Bilal Toure,Mali,2001-10-03,Attack,Both,185,9900000
709726,1421,Hugo Ekitike,France,2002-06-20,Attack,Right,190,25200000
505194,1003,Luke Thomas,England,2001-06-10,Defender,Left,181,7200000
395242,1421,Alexis Flips,France,2000-01-18,Attack,Right,173,2250000
393239,1421,Mitchell Van Bergen,Netherlands,1999-08-27,Attack,Right,170,3600000
222876,1421,Arber Zeneli,Kosovo,1995-02-25,Attack,Right,176,5400000
557614,1421,Nathanael Mbuku,France,2002-03-16,Attack,Left,170,8100000
671594,1421,Kamory Doumbia,Mali,2003-02-18,Attack,Right,170,900000
739769,1421,Ilan Kebbal,Algeria,1998-07-10,Attack,Left,169,4050000
814976,1421,Martin Adeline,France,2003-12-02,Midfield,Right,180,720000
145115,1421,Valon Berisha,Kosovo,1993-02-07,Midfield,Right,176,9000000
290746,1421,Moreto Cassama,Guinea-Bissau,1998-02-16,Midfield,Right,165,3150000
295330,1003,Kelechi Iheanacho,Nigeria,1996-10-03,Attack,Left,185,18000000
649033,1421,Dion Lopy,Senegal,2002-02-02,Midfield,Right,186,2250000
414908,1421,Marshall Munetsi,Zimbabwe,1996-06-22,Midfield,Right,187,4500000
395797,1003,Sam Hughes,England,1997-04-15,Defender,Right,0,
315145,1421,Azor Matusiwa,Netherlands,1998-04-28,Midfield,Right,173,6300000
274839,1003,Wilfred Ndidi,Nigeria,1996-12-16,Midfield,Right,183,54000000
919173,1421,Ibrahim Diakite,France,2003-10-31,Defender,,178,180000
570817,1421,Maxime Busi,Belgium,1999-10-14,Defender,Right,182,4500000
805908,1421,Bradley Locko,France,2002-05-06,Defender,Left,180,1800000
422850,1421,Ghislain Konan,Cote d'Ivoire,1995-12-27,Defender,Left,176,6300000
199704,1421,Yunis Abdelhamid,Morocco,1987-09-28,Defender,Left,190,2250000
395083,1421,Andreaw Gravillon,Guadeloupe,1998-02-08,Defender,Right,188,5850000
292808,1421,Wout Faes,Belgium,1998-04-03,Defender,Right,187,9000000
5578,1421,Nicolas Penneteau,France,1981-02-28,Goalkeeper,Left,185,2520000
448632,1421,Yehvann Diouf,France,1999-11-16,Goalkeeper,Right,190,450000
190263,1421,Predrag Rajković,Serbia,1995-10-31,Goalkeeper,Right,192,8100000
487969,995,Randal Kolo Muani,France,1998-12-05,Attack,Right,187,14400000
353365,995,Marcus Coco,France,1996-06-24,Attack,Right,184,2700000
548650,995,Osman Bukari,Ghana,1998-12-13,Attack,Both,170,2700000
463620,995,Willem Geubbels,France,2001-08-16,Attack,Right,185,10800000
316137,1421,Moussa Doumbia,Mali,1994-08-15,Attack,Right,173,2250000
274862,995,Moses Simon,Nigeria,1995-07-12,Attack,Right,168,9000000
215114,1421,Thomas Foket,Belgium,1994-09-25,Defender,Right,177,5400000
243737,995,Roli Pereira De Sa,France,1996-12-10,Attack,Right,177,630000
99331,1003,Jannik Vestergaard,Denmark,1992-08-03,Defender,Both,199,18000000
288225,995,Ludovic Blas,France,1997-12-31,Attack,Left,180,14400000
522791,1421,Sambou Sissoko,France,1999-04-27,Midfield,Both,186,450000
102744,995,Sebastien Corchia,France,1990-11-01,Defender,Right,176,6750000
61891,995,Fabio,Brazil,1990-07-09,Defender,Right,172,7200000
111038,995,Dennis Appiah,France,1992-06-09,Defender,Right,179,2700000
394906,995,Charles Traore,Mali,1992-01-01,Defender,Left,180,2700000
557613,995,Quentin Merlin,France,2002-05-16,Defender,Left,174,4500000
807648,995,Abdoulaye Sylla,Guinea,2000-04-10,Defender,Right,191,225000
139279,995,Nicolas Pallois,France,1987-09-19,Defender,Left,189,3150000
182875,995,Jean Charles Castelletto,Cameroon,1995-01-26,Defender,Both,186,3600000
773795,995,Gor Manvelyan,France,2002-04-09,Attack,Both,180,360000
270051,995,Andrei Girotto,Brazil,1992-02-17,Defender,Right,186,4500000
282028,995,Remy Descamps,France,1996-06-25,Goalkeeper,Left,196,1080000
357117,995,Alban Lafont,France,1999-01-23,Goalkeeper,Right,196,16200000
562484,61825,Oleg Vyshnevskyi,Ukraine,1995-10-04,Attack,,179,180000
268697,61825,Danylo Knysh,Ukraine,1996-03-03,Attack,Right,176,270000
353403,995,Samuel Moutoussamy,DR Congo,1996-08-12,Midfield,Left,176,4500000
340383,61825,Bogdan Kovalenko,Ukraine,1997-04-24,Attack,Both,170,180000
404845,61825,Vladyslav Naumets,Ukraine,1999-03-07,Midfield,Left,170,315000
600003,61825,Dmytro Kasimov,Ukraine,1999-08-14,Midfield,Left,178,23000
468066,1421,Jens Cajuste,Sweden,1999-08-10,Midfield,Right,188,6300000
404847,61825,Oleksiy Khakhlyov,Ukraine,1999-02-06,Midfield,Left,179,180000
632675,61825,Oleksiy Shpak,Ukraine,1998-08-15,Midfield,Right,186,90000
536512,61825,Lovro Grajfoner,Slovenia,2000-01-25,Midfield,Right,186,90000
819493,61825,Eldar Kuliev,Ukraine,2002-03-24,Midfield,,182,270000
242273,995,Pedro Chirivella,Spain,1997-05-23,Midfield,Right,178,6300000
383294,61825,Yevgen Yefremov,Ukraine,1994-01-17,Defender,Right,181,225000
319165,61825,Oleg Synyogub,Ukraine,1989-04-19,Defender,Left,183,180000
401987,61825,Siaka Bagayoko,Mali,1998-07-04,Defender,Left,172,180000
280064,61825,Oleksandr Aksyonov,Ukraine,1994-01-07,Defender,Right,184,270000
475411,1003,Wesley Fofana,France,2000-12-17,Defender,Right,190,36000000
176409,61825,Igor Duts,Ukraine,1994-04-11,Defender,Right,189,270000
539738,61825,Oleg Gorin,Ukraine,2000-02-02,Defender,Both,184,270000
16911,1003,Kasper Schmeichel,Denmark,1986-11-05,Goalkeeper,Right,189,10800000
375659,61825,German Penkov,Ukraine,1994-05-26,Goalkeeper,Right,183,270000
85969,61825,Oleksandr Bandura,Ukraine,1986-05-30,Goalkeeper,Right,186,1350000
201625,61825,Igor Gonchar,Ukraine,1993-01-10,Defender,Right,180,360000
670847,1420,Mohamed Ali Cho,France,2004-01-19,Attack,Left,182,13500000
28356,995,Denis Petric,Slovenia,1988-05-24,Goalkeeper,Right,186,1350000
261963,1420,Marin Jakolis,Croatia,1996-12-26,Attack,Right,182,1080000
392810,1420,Casimir Ninga,Chad,1993-05-17,Attack,Right,186,2700000
232271,1420,Sofiane Boufal,Morocco,1993-09-17,Attack,Right,175,13500000
680447,1420,Waniss Taibi,France,2002-03-07,Attack,Both,184,540000
707225,1420,Noah Fatar,France,2002-02-15,Attack,Left,170,270000
214532,1420,Pierrick Capelle,France,1987-04-15,Midfield,Left,181,1800000
296356,1420,Souleyman Doumbia,Cote d'Ivoire,1996-09-24,Midfield,Left,183,2700000
699842,61825,Anton Baydal,Ukraine,2000-02-08,Attack,Right,182,180000
424072,1420,Mathias Pereira Lage,France,1996-11-30,Midfield,Right,180,3150000
206912,1420,Jimmy Cabot,France,1994-04-18,Midfield,Right,164,4500000
593482,1420,Azzedine Ounahi,Morocco,2000-04-19,Midfield,Right,182,2700000
245537,1420,Nabil Bentaleb,Algeria,1994-11-24,Midfield,Left,187,18000000
650104,1420,Zinedine Ould Khaled,France,2000-01-14,Midfield,Right,195,225000
395234,1420,Batista Mendy,France,2000-01-12,Midfield,Right,191,2700000
62351,1420,Abdoulaye Bamba,Cote d'Ivoire,1990-04-25,Defender,Right,182,2700000
651388,61825,Mislav Matic,Croatia,2000-01-06,Defender,Right,195,360000
709727,1420,Kevin Boma,Togo,2002-11-20,Defender,Right,187,270000
57216,1420,Ismael Traore,Cote d'Ivoire,1986-08-18,Defender,Right,184,1350000
182889,995,Wylan Cyprien,France,1995-01-28,Midfield,Right,180,16200000
83132,1420,Vincent Manceau,France,1989-07-10,Defender,Right,176,2250000
57467,1420,Romain Thomas,France,1988-06-12,Defender,Right,193,3150000
290559,1420,Anthony Mandrea,Algeria,1996-12-25,Goalkeeper,Right,186,900000
188930,1420,Danijel Petkovic,Montenegro,1993-05-25,Goalkeeper,Right,196,1350000
157501,40,Mbaye Niang,Senegal,1994-12-19,Attack,Right,188,13500000
18934,1420,Thomas Mangani,France,1987-04-29,Midfield,Left,183,3150000
476770,61825,Mykhaylo Meskhi,Ukraine,1997-02-26,Midfield,Right,187,270000
399543,40,Remi Oudin,France,1996-11-18,Attack,Left,186,9900000
460654,40,Mehdi Zerkane,Algeria,1999-07-15,Attack,Left,186,2250000
281319,40,Alberth Elis,Honduras,1996-02-12,Attack,Right,180,5850000
315125,40,Javairo Dilrosun,Netherlands,1998-06-22,Attack,Left,175,16200000
460660,1420,Jason Mbock,France,1999-11-01,Attack,Right,179,180000
740674,40,Issouf Sissokho,Mali,2002-01-30,Midfield,Right,173,540000
847759,40,Tom Lacoux,France,2002-01-25,Midfield,Right,175,720000
376082,40,Danylo Ignatenko,Ukraine,1997-03-13,Midfield,Right,190,1350000
111828,40,Fransergio,Brazil,1990-10-18,Midfield,Right,187,4500000
93704,40,Josuha Guilavogui,France,1990-09-19,Midfield,Right,188,12600000
656441,40,Jean Onana,Cameroon,2000-01-08,Midfield,Right,189,4500000
288241,40,Enock Kwateng,Ghana,1997-04-09,Defender,Right,181,4500000
538998,40,Timothee Pembele,France,2002-09-09,Defender,Right,182,6300000
729638,61825,Oleksandr Kemkin,Ukraine,2002-08-05,Goalkeeper,,187,45000
397171,40,Gideon Mensah,Ghana,1998-07-18,Defender,Left,178,2700000
395236,40,Yacine Adli,France,2000-07-29,Attack,Right,186,8100000
540665,40,Amadou Traore,Guinea,2002-03-07,Attack,Right,177,720000
52920,40,Marcelo,Brazil,1987-05-20,Defender,Right,191,8100000
342877,1420,Enzo Ebosse,Cameroon,1999-03-11,Defender,Left,185,1800000
230140,40,Stian Gregersen,Norway,1995-05-17,Defender,Right,191,1800000
250013,1420,Angelo Fulgini,France,1996-08-20,Attack,Right,183,10800000
540664,40,Dilane Bakwa,France,2002-08-26,Attack,Right,179,630000
377468,40,Anel Ahmedhodzic,Bosnia-Herzegovina,1999-03-26,Defender,Right,192,6300000
344591,40,Gaetan Poussin,France,1999-01-13,Goalkeeper,Right,186,900000
22628,40,Benoit Costil,France,1987-07-03,Goalkeeper,Right,188,7200000
43256,40,Paul Baysse,France,1988-05-18,Defender,Right,185,3600000
255353,903,Christian Doidge,Wales,1992-08-25,Attack,Right,188,990000
540516,903,Daniel Mackay,Scotland,2001-04-20,Attack,Left,174,360000
51730,903,Jamie Murphy,Scotland,1989-08-28,Attack,Right,178,1580000
360661,903,Kevin Nisbet,Scotland,1997-03-08,Attack,Right,180,2700000
127610,40,Mexer,Mozambique,1988-09-08,Defender,Right,188,5400000
238468,903,Drey Wright,England,1995-04-30,Midfield,Right,175,360000
647281,903,Dylan Tait,Scotland,2001-12-01,Midfield,Right,176,360000
60904,903,Scott Allan,Scotland,1991-11-28,Attack,Right,175,765000
482802,903,Josh Campbell,Scotland,2000-05-06,Midfield,Right,182,225000
399258,903,Kyle Magennis,Scotland,1998-08-26,Midfield,Right,181,405000
260166,40,Ui Jo Hwang,"Korea, South",1992-08-28,Attack,Both,185,6300000
314944,40,Ricardo Mangas,Portugal,1998-03-19,Defender,Left,179,1620000
120070,903,Paul Mcginn,Scotland,1990-10-22,Defender,Right,175,473000
185342,903,Joe Newell,England,1993-03-15,Midfield,Right,180,720000
42547,903,Lewis Stevenson,Scotland,1988-01-05,Defender,Left,170,900000
567129,903,Josh Doig,Scotland,2002-05-18,Defender,Left,189,3600000
43753,903,Darren Mcgregor,Scotland,1985-08-07,Defender,Right,180,360000
528892,903,Harry Clarke,England,2001-03-02,Defender,Right,180,315000
60792,903,Paul Hanlon,Scotland,1990-01-20,Defender,Left,180,765000
277782,903,Chris Cadden,Scotland,1996-09-19,Defender,Right,183,720000
446093,903,Ryan Porteous,Scotland,1999-03-25,Defender,Right,188,900000
366212,903,Maciej Dabrowski,Poland,1998-06-09,Goalkeeper,Right,197,45000
374984,903,Sean Mackie,Scotland,1998-11-04,Defender,Left,173,270000
220491,903,Matt Macey,England,1994-09-09,Goalkeeper,Right,200,450000
596901,40,Abdel Medioub,Algeria,1997-08-28,Defender,Right,197,540000
540643,40,Tidiane Malbec,France,2001-11-03,Goalkeeper,,187,135000
113890,903,David Mitchell,Scotland,1990-04-04,Goalkeeper,Right,0,135000
822458,244,Bamba Dieng,Senegal,2000-03-23,Attack,Right,178,9000000
631821,338,Vladyslav Vanat,Ukraine,2002-01-04,Attack,Left,182,270000
68863,583,Mauro Icardi,Argentina,1993-02-19,Attack,Right,181,90000000
225393,903,Alex Gogic,Cyprus,1994-04-13,Midfield,Right,185,450000
571140,80,Luis Hartwig,Germany,2002-11-23,Attack,,180,180000
